tweet	date
Authorities in Hong Kong are investigating whether two residents of the same building contracted coronavirus from fecal matter due to a possible design flaw in a piping system. Researchers have yet to confirm if the virus can be transmitted via feces. https://t.co/P3wteHp4HM https://t.co/f9Cs1df0Vb 	2020-02-11
Health officials in Hong Kong evacuated some residents from an apartment block following concerns two people contracted the coronavirus via the building's piping system https://t.co/wVLsZRnPfM 	2020-02-11
Health officials in Hong Kong evacuated some residents from an apartment block following concerns two people contracted the coronavirus via the building's piping system https://t.co/kY3WH1nQkq 	2020-02-10
Hong Kong has confirmed two more cases of Wuhan coronavirus, bringing its total to 38 https://t.co/UvJhuDZfL5 	2020-02-10
As the Wuhan coronavirus continues to spread, two US-based cruise lines are forbidding people with Chinese, Hong Kong or Macau passports from boarding their cruise ships, according to company statements https://t.co/x89nEw754u 	2020-02-07
Hong Kong Airlines is taking “vigorous measures” to ensure its survival, including slashing hundreds of jobs. The coronavirus outbreak poses a “serious threat” to its business, the airline said. https://t.co/aYn6BKDyTk 	2020-02-07
Videos on social media show crowds packed inside Hong Kong supermarkets, rushing to snatch remaining supplies. Toilet rolls, tissue paper, bleach, and even soap have sold out at some places. https://t.co/xHkMf43CnE 	2020-02-07
Art Basel, Asia's largest annual art fair, has canceled its upcoming Hong Kong show due to the coronavirus outbreak. https://t.co/EEuHPH3mlU 	2020-02-07
Art Basel has canceled its upcoming Hong Kong show due to the Wuhan coronavirus outbreak, which has killed more than 600 people and infected over 31,400 — the vast majority of them in China https://t.co/j3wAaz9Lvi 	2020-02-07
The airline Virgin Australia announced that it is withdrawing all services between Australia and Hong Kong. 	2020-02-06
The total number of deaths in mainland China from Wuhan coronavirus has climbed to at least 562, according to heath authorities. The global death toll is 564, including one death in Hong Kong and one death in the Philippines. https://t.co/7Uok697c9j 	2020-02-05
Cathay Pacific is asking its 27,000 employees to take three weeks of unpaid leave in the coming months, the latest in a series of emergency measures forced on the embattled Hong Kong carrier by the coronavirus outbreak in China. https://t.co/lIcgbhQKjp 	2020-02-05
Profits from Disney parks in China could drop by $280 million due to shutdowns caused by the coronavirus and a loss of business related to the Hong Kong protests https://t.co/MRGe5URyvK 	2020-02-05
There are three new cases of novel coronavirus in Hong Kong, bringing the total confirmed cases in the city to 21. Chief Executive Carrie Lam said Hong Kong is "seeing a worsening trend of the outbreak" https://t.co/72254RnF7o 	2020-02-05
JUST IN: Travelers entering Hong Kong from China will be quarantined for 14 days. The rule includes both Hong Kong and mainland residents https://t.co/cUEM9lnDd0 	2020-02-05
More than 5,300 people are being quarantined on two cruise ships off Hong Kong and Japan amid concerns passengers and crew were inadvertently exposed to the Wuhan coronavirus by infected passengers. https://t.co/Rf477rEgQ7 	2020-02-05
More than 1,800 passengers on a cruise ship are being held on board for health checks in Hong Kong, after former passengers were confirmed to have the coronavirus. 	2020-02-05
The number of deaths from the Wuhan coronavirus has spiked again in China, as confirmed cases topped 24,500 worldwide and there were worrying signs of new outbreak clusters in Hong Kong and Japan https://t.co/knCH4tjmJv 	2020-02-05
Hong Kong and Malaysia have each confirmed two new cases of Wuhan coronavirus, bringing their total number of cases to 17 and 10, respectively https://t.co/0bByrkUqTG 	2020-02-04
A second patient with the Wuhan coronavirus has died outside of mainland China, in the semi-autonomous Chinese city of Hong Kong, according to Hong Kong public broadcaster RTHK. https://t.co/n3SJWcXX2B 	2020-02-03
JUST IN: Hong Kong will close major border crossings with China tonight, in new measures to restrict travel in the wake of the coronavirus outbreak https://t.co/YzrIQHb4aZ 	2020-02-03
Hong Kong researchers estimate that more than 75,000 people could be infected with coronavirus in Wuhan, China — far higher than reported numbers, according to a new study https://t.co/waSFtDdBwM 	2020-01-31
Schools in Hong Kong have been suspended until March 2 due to Wuhan coronavirus https://t.co/daP2zBHeLy 	2020-01-31
Hong Kong's government considers using electronic devices to track suspected coronavirus patients that require home isolation https://t.co/2bjAGjtefT 	2020-01-31
Hong Kong has seized 68,000 surgical masks with an allegedly false manufacturing date from a local pharmacy, according to a police statement. 	2020-01-31
Hong Kong's government considers using electronic devices to track suspected coronavirus patients that require home isolation https://t.co/L2pfAexGj0 	2020-01-31
JUST IN: Schools in Hong Kong have been suspended until March 2 due to Wuhan coronavirus https://t.co/zSPCXBoo5c 	2020-01-31
Hong Kong has seized 68,000 surgical masks with an allegedly false manufacturing date from a local pharmacy, according to a police statement. 	2020-01-31
Hong Kong customs officials are carrying out a large scale city-wide special operation to crack down on stores selling fake surgical masks amid the Wuhan coronavirus outbreak. https://t.co/xiTB7OgjWB 	2020-01-30
Hong Kong stocks tumbled as investors returned for the first day of trading after Lunar New Year holiday celebrations, amid an escalating coronavirus outbreak https://t.co/LV9QS3ciwd 	2020-01-28
Malls are thriving across Asia, and nowhere more so than in Hong Kong, where online shopping has been slow to gain a foothold. 	2020-01-28
The Hong Kong government has announced that government workers will be allowed to work from home when the holiday period ends on Wednesday. The private sector has also been urged to make similar arrangements, a government spokesman said. https://t.co/CXD78ZDYqQ 	2020-01-28
Hong Kong will "temporarily" close some of its borders with mainland China in an effort to control the spread of the Wuhan coronavirus, according to Hong Kong's Chief Executive Carrie Lam https://t.co/t0jaOYHS1o 	2020-01-28
The Hong Kong government has announced that government workers will be allowed to work from home when the holiday period ends on Wednesday. The private sector has also been urged to make similar arrangements, a government spokesman said. https://t.co/APRQEaa9X3 	2020-01-27
The Wuhan coronavirus is continuing to cause pain for investors. 	2020-01-27
Malls are thriving across Asia, and nowhere more so than in Hong Kong, where online shopping has been slow to gain a foothold. 	2020-01-27
The Hong Kong government announced that all public cultural and leisure facilities will be closed "until further notice" in a bid to control the spread of Wuhan coronavirus https://t.co/xq2KEvvgAI 	2020-01-27
A picturesque holiday camp in Hong Kong has been turned into a quarantine center to house those who have came into close contact with confirmed cases of coronavirus https://t.co/2BFJvOCNJR 	2020-01-27
The Wuhan coronavirus has some people fearing a repeat of the SARS pandemic in 2003 that killed hundreds &amp; wreaked havoc on Hong Kong's economy. A lot has changed, but there's still concern over China's response — and just how transparent Beijing is being. https://t.co/kKzzUvquOH 	2020-01-24
It's the busiest time of the year for So Man-fung Peter, one of the most famous geomancy consultants in Hong Kong. 	2020-01-24
At least 22 cases of Wuhan coronavirus have now been confirmed outside of mainland China: 	2020-01-24
Hong Kong is facing a serious shortage of face masks as fears over the Wuhan coronavirus spark demand. https://t.co/DuWOev5HJN 	2020-01-24
It's the busiest time of the year for So Man-fung Peter, one of the most famous geomancy consultants in Hong Kong. 	2020-01-23
The Dow and broader stock market closed in the red amid reports of the first case of the Wuhan coronavirus in the US. That news, along with a downgrade of Hong Kong's credit quality by ratings agency Moody's, weighed on global stocks overnight. https://t.co/I1ZYWKc2uN 	2020-01-21
