tweet	date
Almost 2 million people in Hong Kong are estimated to have experienced symptoms of PTSD during months of social unrest in the city, research says https://t.co/IryOicrwCi 	2020-01-10
Almost 2 million people in Hong Kong are estimated to have experienced symptoms of PTSD during months of social unrest in the city, research says https://t.co/9qepcjThJF 	2020-01-10
Almost 2 million people in Hong Kong are estimated to have experienced symptoms of PTSD during months of social unrest in the city, research says https://t.co/asuhzJwQ4i 	2020-01-10
Hong Kong's protest movement continues into 2020 with New Year's Day march. 	2020-01-01
Hong Kong's protest movement continues into 2020 with New Year's Day march. 	2020-01-01
Hong Kong's protest movement continues into 2020 with New Year's Day march. 	2020-01-01
"Grand Theft Auto V" players in Hong Kong discovered last week that their in-game avatars could dress like protesters, wearing black clothing, gas masks and yellow helmets. 	2019-12-27
Hong Kong's embattled leader, Carrie Lam, accused anti-government protesters of ruining Christmas after they demonstrated over the holidays. 	2019-12-26
“It's the same China playbook.” 	2019-12-21
Hong Kong police say they have frozen about $9 million in funds raised by anti-government protesters, and arrested four members of a prominent fundraising group on allegations of money laundering https://t.co/R4EmANMiVi 	2019-12-20
Police in Hong Kong say they seized and defused two completed bombs stashed at a middle school that could have "killed and injured large numbers of people." https://t.co/XJRWnq0Zks 	2019-12-10
Tens of thousands of protesters are demonstrating on the streets of Hong Kong again, in a bid to maintain pressure on the city's government following the success of pro-democracy groups at recent elections. https://t.co/Qio71ESx4J 	2019-12-08
A new trailer for Disney's live-action remake of the movie "Mulan" is receiving positive reviews on social media -- except in Hong Kong, where protesters are calling for a boycott. https://t.co/dRrL3hXpxF 	2019-12-06
China will ban US warships and military aircraft from making stops in Hong Kong in the wake of Washington passing legislation supporting the territory's pro-democracy protesters, the country's Foreign Ministry said https://t.co/vf6AYAR3xs 	2019-12-03
China will ban US warships and military aircraft from making stops in Hong Kong in the wake of Washington passing legislation supporting the territory's pro-democracy protesters, the country's Foreign Ministry said https://t.co/2gTRCweCtp 	2019-12-02
Today's top business headlines: 	2019-12-02
China will ban US warships and military aircraft from making stops in Hong Kong in the wake of Washington passing legislation supporting the territory's pro-democracy protesters, the country's Foreign Ministry said https://t.co/DLtzHyTeSl 	2019-12-02
China will ban US warships and military aircraft from making stops in Hong Kong in the wake of Washington passing legislation supporting the territory's pro-democracy protesters, the country's Foreign Ministry said https://t.co/DP1m7K9zmS 	2019-12-02
China will ban US warships and military aircraft from making stops in Hong Kong in the wake of Washington passing legislation supporting the territory's pro-democracy protesters, the country's Foreign Ministry said https://t.co/fJBnUkEmzT 	2019-12-02
"The memes matter," says media critic David Zurawik, reacting to a new image of Trump's head on Sylvester Stallone's body, which was held up by protesters in Hong Kong. CNN's @BrianStelter says the global spread of the image shows the "incredible impact of the internet." https://t.co/tiTNOH1m11 	2019-12-01
Two men have been arrested by Chinese authorities for their alleged involvement in the Hong Kong protests, according to Southern Daily, the newspaper controlled by China's Guangdong provincial government https://t.co/3Dl9A603Vh 	2019-11-30
Two men have been arrested by Chinese authorities for their alleged involvement in the Hong Kong protests, according to Southern Daily, the newspaper controlled by China's Guangdong provincial government https://t.co/foMY0DrrVS 	2019-11-30
Protesters in Hong Kong will hold a celebratory, pro-US rally on Thursday after President Trump signed a law supporting Hong Kong's months-long protest movement https://t.co/kpqCVbcSIu 	2019-11-28
Protesters in Hong Kong will hold a celebratory, pro-US rally on Thursday after President Trump signed a law supporting Hong Kong's months-long protest movement https://t.co/aqh7KsXqR6 	2019-11-28
Alibaba's stock popped 7% during the Chinese e-commerce company's debut in Hong Kong https://t.co/HkhQEsZHMa 	2019-11-26
Alibaba's stock popped 7% during the Chinese e-commerce company's debut in Hong Kong https://t.co/yjBIHhGXS2 	2019-11-25
The landslide victory for pro-democracy candidates in Hong Kong’s district council elections is a rebuke to the city’s government -- and an example of what people power can achieve at the ballot box, as well as on the streets | Analysis by @jgriffiths https://t.co/ai0chwriGl 	2019-11-25
The landslide victory for pro-democracy candidates in Hong Kong’s district council elections is a rebuke to the city’s government -- and an example of what people power can achieve at the ballot box, as well as on the streets | Analysis by @jgriffiths https://t.co/nfhNVGNjBm 	2019-11-25
More than 4 million Hong Kongers will vote for hundreds of district council seats Sunday in what is being framed as a referendum on the protests that have roiled the Asian financial hub for almost six months https://t.co/2HCtQZcOPi 	2019-11-22
Hong Kong has been rocked by pro-democracy, anti-government demonstrations for months, with escalating anger and violence on all sides. Here’s a look at how the protests have evolved over the course of the year. https://t.co/ayUM95hU6W https://t.co/IdWpklYeiQ 	2019-11-22
President Trump wouldn't say whether he plans to sign a bill enacting tough sanctions on China for its crackdown in Hong Kong, cementing the impression he ranks the economic relationship with Beijing higher than human rights https://t.co/UdPyQnr7X9 	2019-11-22
China has condemned the almost-unanimous passage of the Hong Kong Human Rights and Democracy Act by the US House of Representatives, with the state-owned People's Daily calling it a "serious provocation against the entire Chinese people". https://t.co/DrPh7kWtOd 	2019-11-21
China has condemned the almost-unanimous passage of the Hong Kong Human Rights and Democracy Act by the US House of Representatives, with the state-owned People's Daily calling it a "serious provocation against the entire Chinese people". https://t.co/fiOd0te8LU 	2019-11-21
A former employee of the British consulate in Hong Kong has alleged that he was tortured in China and interrogated by secret police about the city's long-running pro-democracy protests. https://t.co/u4cwXF5uPn 	2019-11-20
The United States Senate has unanimously passed a bill that would require an annual review of the special treatment Hong Kong receives under US law, following almost six months of unrest in the city. https://t.co/COZgBFzvT4 	2019-11-20
On Monday a Hong Kong court threw out the government's ban on masks aimed at stemming the city's political unrest. 	2019-11-19
Some protesters are still holed up inside the besieged campus of Hong Kong Polytechnic University, which has been encircled by police for more than 48-hours. https://t.co/FlwfC9Ydxt 	2019-11-19
A number of protesters are trapped near the Hong Kong Polytechnic University after a prolonged battle with police. Demonstrators hurled petrol bombs and homemade weaponry and chemicals, and police fired tear gas to disperse protesters. @amcoren reports https://t.co/XJtLLUPuvC https://t.co/n0S6gcP0W6 	2019-11-18
During the siege of Hong Kong Polytechnic University, protesters have used a range of weapons to hold off riot police: https://t.co/gXLOb59G93 	2019-11-18
A small number of protesters are trapped inside a Hong Kong university campus that was the site of a prolonged battle with police into the early hours of Monday morning. Many have attempted to flee as authorities close in. https://t.co/e805CiECNy 	2019-11-18
Hong Kong's ban on wearing masks at public gatherings, passed last month using controversial, colonial era emergency powers, has been struck down by the High Court. https://t.co/JfriBHKxzk 	2019-11-18
A photo sent to CNN from within Hong Kong's Polytechnic University shows what appears to be a makeshift bomb made from a gas canister with bolts attached. 	2019-11-18
The siege of the heavily fortified Hong Kong Polytechnic University campus is in its second day, with large numbers of riot police locked in a tense and occasionally violent standoff with student protesters. https://t.co/ugGbxknmSJ 	2019-11-17
A Hong Kong police officer was shot with an arrow during the siege of a fortified central university campus, a new escalation after nearly six months of demonstrations https://t.co/3JsJ5rYN8f 	2019-11-17
The Hong Kong protests began in June with one main objective — for the government to withdraw a controversial bill that would have allowed extradition of fugitives to mainland China. 	2019-11-15
Hong Kong's Secretary of Justice Teresa Cheng was injured Thursday after an altercation with protesters in London. https://t.co/jjqacdWJji 	2019-11-15
Hong Kong is expecting to have the first year of recession since the global financial crisis a decade ago. https://t.co/UCtAGxY8jH 	2019-11-15
Hong Kong's financial markets are getting a boost of confidence from Alibaba's multibillion-dollar public offering https://t.co/RLjh12fs6C 	2019-11-15
After almost six months of protests, Hong Kong's government is being willfully blind to the chaos it's creating | Analysis by CNN's @jgriffiths https://t.co/OUHJ0AFHBu https://t.co/mtOWBfHOuf 	2019-11-15
Hong Kong's financial markets are getting a boost of confidence from Alibaba's multibillion-dollar public offering https://t.co/Q0V9Le2Mev 	2019-11-14
A 70-year-old man has died after being hit in the head with a brick during clashes between Hong Kong’s pro- and anti-government groups on Wednesday, according to a Hong Kong Hospital Authority spokesperson https://t.co/IaH3LhNQMx 	2019-11-14
Chinese state media's warning to radical Hong Kong protesters: "You are on the edge of doom." https://t.co/9dIkNhczKP 	2019-11-14
The political unrest in Hong Kong has taken a dark, violent turn this week. But the turmoil is not scaring investors and businesses away — at least, not yet. https://t.co/DOVoSUm7As 	2019-11-13
As of Wednesday mid-morning, several thousand students were on the campus of Chinese University of Hong Kong, many armed with petrol bombs, bows, and other improvised weapons https://t.co/gxeiajCVZf 	2019-11-13
Hong Kong's leader says the city is at the "brink of no return" after a shocking night of protests in which police shot a protester and a man was set on fire https://t.co/7BGEfg2tTg 	2019-11-11
Hong Kong's leader says the city is at the "brink of no return" after a shocking night of protests in which police shot a protester and a man was set on fire https://t.co/CDCU9wCYWF 	2019-11-11
Protesters in Hong Kong are distributing flyers over social media calling for another round of demonstrations Tuesday morning. 	2019-11-11
China's annual Singles Day online shopping bonanza has brought in a record $31 billion in sales for Alibaba. Meanwhile, investors dumped Hong Kong stocks after demonstrators targeted public transportation and police shot a protester. https://t.co/EWQ4U3t1kQ 	2019-11-11
Hong Kong stocks suffered their worst day in more than three months on Monday as long-running protests in the city saw escalating levels of violence https://t.co/jPXgkOLGDt 	2019-11-11
At a press conference, Hong Kong police said that the protester shot by an officer this morning is out of surgery, and that there was no "immediate threat to his life." https://t.co/JmJmO5Kmke https://t.co/O1hnVAOllx 	2019-11-11
Two people in Hong Kong are hospitalized and in critical condition after a morning of shocking violence. 	2019-11-11
A 21-year-old protester in Hong Kong was shot in the chest with a live round by a police officer, as clashes broke out across the city on Monday morning. https://t.co/k8lfohW0JH 	2019-11-10
Hong Kong's political crisis is hitting the local Disneyland hard https://t.co/rGoVLNxLGv 	2019-11-08
Hong Kong's political crisis is hitting the local Disneyland hard https://t.co/KTVnxN33uX 	2019-11-08
Xi Jinping's message to Hong Kong: You're stuck with Carrie Lam https://t.co/EcVhA6Arjn https://t.co/EngQugmeFH 	2019-11-05
It’s been 4.5 months of unrest in Hong Kong, as thousands of protesters continue to take to the streets. Singer and activist Denise Ho speaks about how the months of demonstrations have evolved and are impacting young people. Watch "Go There" on Facebook: https://t.co/AB1zrDnTrd https://t.co/fdQDok28Bd 	2019-11-04
As protesters in Lebanon, Iraq, Chile, Bolivia, Hong Kong and Spain railed against governments they felt had abandoned them, a few in the crowds seemed to take inspiration from the Batman villain. 	2019-11-03
As protesters in Lebanon, Iraq, Chile, Bolivia, Hong Kong and Spain railed against governments they felt had abandoned them, a few in the crowds seemed to take inspiration from the Batman villain. 	2019-11-03
Activision Blizzard is expected to announce new titles including “Overwatch 2” and “Diablo IV” at its convention. But protesters are planning to advocate for free speech, support the Hong Kong protests &amp; demand an apology for actions taken against players. https://t.co/zEaIkhL9NW 	2019-11-01
Beijing says it will "improve" how Hong Kong's leader is appointed or removed, after almost five months of anti-government unrest. 	2019-11-01
Hong Kong is headed for recession, after five months of protests have sent tourism and retail numbers plunging https://t.co/H20taDCxGv 	2019-10-28
Activision Blizzard suspended three American University esports players for six months after they held up a "Free Hong Kong, boycott Blizz" sign during their championship match last week. 	2019-10-27
Activision Blizzard suspended three American University esports players for six months after they held up a "Free Hong Kong, boycott Blizz" sign during their championship match last week. 	2019-10-27
The current protest movements around the world have a lot in common. 	2019-10-24
Across the globe, activists are taking to the streets in highly organized, persistent movements to tell their leaders: this isn't good enough. 	2019-10-24
Hong Kong leader Carrie Lam on Saturday said the police have used "appropriate force of weapon" to respond to protesters in large-scale events and that the government will not tolerate any unlawful or violent acts, even by the police. https://t.co/fH7RSFORJb 	2019-10-19
Activision Blizzard suspended three American University esports players for six months after they held up a "Free Hong Kong, boycott Blizz" sign during their championship match last week. 	2019-10-18
A Hong Kong court has ruled against redefining the meaning of marriage that would have allowed same-sex unions and civil partnerships in the city. https://t.co/BH6CXyio3w 	2019-10-18
Today's top business headlines: 	2019-10-17
Hong Kong's Victoria Peak will soon have a new neighbor: the top-hat wearing, mustachioed Rich Uncle Pennybags, in what's said to be the world's first fully immersive attraction inspired by the 84-year-old board game Monopoly https://t.co/FJ3CoBhkLP 	2019-10-17
Activision Blizzard suspended three American University esports players for six months after they held up a "Free Hong Kong, boycott Blizz" sign during their championship match last week. 	2019-10-17
Hong Kong's Victoria Peak will soon have a new neighbor: the top-hat wearing, mustachioed Rich Uncle Pennybags, in what's said to be the world's first fully immersive attraction inspired by the 84-year-old board game Monopoly https://t.co/e0DQt9t04Y 	2019-10-16
Activision Blizzard suspended three American University esports players for six months after they held up a "Free Hong Kong, boycott Blizz" sign during their championship match last week. 	2019-10-16
Just a day after criticizing Houston Rockets' general manager Daryl Morey as "misinformed" over a tweet supporting Hong Kong protesters, James said Tuesday he has more pressing issues to deal with https://t.co/GFdDUVGkzX 	2019-10-16
The House of Representatives has approved the Hong Kong Human Rights and Democracy Act, after demonstrators in the city took to the streets earlier to urge the US Congress to support the measure. https://t.co/q8Y3dYfgKo 	2019-10-16
Lawmakers approved the Hong Kong Human Rights and Democracy Act after demonstrators in the city of 7 million took to the streets earlier this week to urge the US Congress to approve the measure https://t.co/QYvmjp5f0n 	2019-10-15
Hong Kongers have been protesting for more than four months, and demonstrations are becoming more disruptive. 	2019-10-15
Hong Kong's protests have escalated since China's National Day on October 1, with protesters now targeting businesses linked to mainland China https://t.co/bpC4l9oVGC 	2019-10-14
Even after a partial lifting of China's one-child policy, some pregnant women are breaking the law to find out the sex of their babies -- by smuggling their blood into Hong Kong for a revolutionary DNA test. https://t.co/V1f15R98Kz 	2019-10-14
Apple CEO Tim Cook defends his company's decision to remove an app used by Hong Kong protesters https://t.co/67p5gqOmZo 	2019-10-11
Hong Kong's police commissioner is set to retire next month -- prompting a reshuffle at the top of the department as it continues to face scrutiny for its handling of the city's ongoing protests https://t.co/eJeJ4yTGRw 	2019-10-11
Google has pulled a role-playing game based on the Hong Kong protests from its app store. https://t.co/yhLgXzxcxC 	2019-10-11
Apple has removed a mapping app used by Hong Kong protesters to track police movements https://t.co/mXqpDSNHj5 	2019-10-10
Pro-Hong Kong signs were confiscated in a game between the Washington Wizards and the Guangzhou Loong Lions at the Capital One Arena in Washington, DC https://t.co/wJHj3u7f0N 	2019-10-10
Fortnite maker Epic Games said it would allow its esports players to express political beliefs in support of Hong Kong democracy protesters, despite its partial ownership by Chinese tech giant Tencent. https://t.co/9c4MDkQgrH 	2019-10-10
Tonight's business headlines: 	2019-10-09
A fan of the NBA's Philadelphia 76ers was removed from a preseason game against a Chinese team after he held signs and chanted in solidarity with pro-democracy protesters in Hong Kong https://t.co/7Vo0c8LWO4 	2019-10-09
American video game company Blizzard Entertainment is under fire from the global gaming community after it banned a Hong Kong player who called for a political "revolution" in the city https://t.co/6PyZY1G4yu 	2019-10-09
Tonight's business headlines: 	2019-10-08
“It’s just surprising considering this is the league where everybody has worn this outspoken label as long as it draws them praise, but the moment it conflicts with business then everybody wants to get silent,” @jemelehill on the NBA and Hong Kong tweet controversy. https://t.co/LLWltJ78LZ 	2019-10-08
"You can't be the woke sports league, and then in the face of social justice issues that affect your bottom line go back to sleep. We're going to call you out on hypocrisy." -@LZGranderson on the NBA's initial response following Hong Kong tweet controversy https://t.co/hdTJeqYT3s https://t.co/8X30z8thAi 	2019-10-08
NBA Commissioner Adam Silver says he won't censor players or team owners. The basketball league's business in China has come under pressure after Houston Rockets general manager Daryl Morey expressed support for pro-democracy protests in Hong Kong. https://t.co/sJJtZ0DAQ8 	2019-10-08
Hong Kong Exchanges and Clearing has dropped its bid to acquire the London Stock Exchange Group https://t.co/twqf0bGhod 	2019-10-08
China won't broadcast or stream NBA preseason games held in the country. It's a dramatic escalation of a political firestorm that began when the general manager of the Houston Rockets expressed support for pro-democracy protests in Hong Kong. https://t.co/ZlbsWAAlBb 	2019-10-08
An esports player from Hong Kong has been banned from a Hearthstone global tournament, after shouting slogans in support of anti-government protests in the city during a livestream. https://t.co/uBm37SqhPu 	2019-10-08
Watch: NBA Commissioner Adam Silver is holding a pre-game news conference, amid backlash from China after Houston Rockets GM's tweet on Hong Kong's protests. https://t.co/bNEeAQCD9h 	2019-10-08
Hong Kong is in its 18th consecutive week of anti-government protests. But while some residents are taking to the streets, others are looking for a way out. https://t.co/LaVcDxJ414 	2019-10-08
Hong Kong Exchanges and Clearing has dropped its bid to acquire the London Stock Exchange Group https://t.co/RYhjaTuBE2 	2019-10-07
Several Chinese businesses are suspending ties with the NBA's Houston Rockets, after the basketball team's general manager expressed support for Hong Kong's pro-democracy protests. https://t.co/7gfJqYqIj2 	2019-10-07
Tonight's business headlines: 	2019-10-07
Several Chinese businesses are suspending ties with the NBA's Houston Rockets, after the basketball team's general manager expressed support for Hong Kong's pro-democracy protests. https://t.co/NxiTaN2Rx0 	2019-10-07
Thousands of people took to the streets of Hong Kong on Sunday to participate in two marches against a recent measure banning people from wearing face masks at public gatherings https://t.co/nNydt3lamf 	2019-10-07
Skateboarding brand Vans is facing a boycott in Hong Kong after it removed a shoe alluding to the city's anti-government protests from a sneaker design competition https://t.co/lXwnTrw3KW https://t.co/S2qQnjOYdi 	2019-10-07
Thousands of people took to the streets of Hong Kong on Sunday to participate in two marches against a recent measure banning people from wearing face masks at public gatherings https://t.co/MdkhpAZtI0 	2019-10-07
Several Chinese businesses are suspending ties with the NBA's Houston Rockets, after the basketball team's general manager expressed support for Hong Kong's pro-democracy protests. https://t.co/7V5M8wxR7D 	2019-10-07
Hong Kong's ban on masks at demonstrations sparks night of violent protests https://t.co/YoFEr3HtbQ https://t.co/BqvAqBJgVF 	2019-10-05
Hong Kong's richest man Li Ka-shing is giving one billion Hong Kong dollars ($128 million) to businesses hurt by the city's pro-democracy protests. https://t.co/qkU8AgfMXZ 	2019-10-04
During a private phone call in June, President Trump promised Chinese President Xi Jinping that the US would remain quiet on pro-democracy protests in Hong Kong while trade talks continued, two sources familiar with the call tell CNN. https://t.co/jL8dXRwgj9 	2019-10-04
Hong Kong's leader has invoked rarely-used emergency powers to ban people from wearing masks during public assemblies. 	2019-10-04
Hong Kong descended into chaos yesterday. In flag-covered Beijing, almost no one noticed. | Analysis by @Ben_Westcott https://t.co/w8grULXvNI 	2019-10-02
CNN takes you on the streets of Hong Kong where violent protests broke out Tuesday as Beijing celebrated the 70th anniversary of the founding of the Peoples Republic of China. 	2019-10-01
As Beijing restarts celebrations to mark China's National Day, pro-democracy protesters in Hong Kong are setting barricades on fire in the streets. Live updates: https://t.co/P3xc8LMGAN https://t.co/Kh2yMvT4Q2 	2019-10-01
A man was shot with a live round as violent protests erupted across Hong Kong on the 70th anniversary of the People's Republic of China on Tuesday, in one of the most chaotic days of almost four months of political unrest. https://t.co/k9CKAaWJZg 	2019-10-01
Video appears to show the moment a police officer shot a man during ongoing protests in Hong Kong. 	2019-10-01
Home to 7.5 million people, Hong Kong is one of the world's least affordable cities, with sky-high prices for houses and land. 	2019-10-01
Beijing is celebrating China's National Day with a massive military parade and flags lining the streets: https://t.co/m8VqeERbe0 	2019-09-30
October 1 is China's National Day, and the 70th anniversary of the People's Republic of China. 	2019-09-30
Employees of Cathay Pacific, Hong Kong’s flagship airline, expose a culture of fear relating to the city's ongoing protests https://t.co/I7Wt7ehyXo 	2019-09-30
Employees of Cathay Pacific, Hong Kong’s flagship airline, expose a culture of fear relating to the city's ongoing protests https://t.co/njGxwG7Qqb 	2019-09-30
Hong Kong protesters throwing petrol bombs and bricks clash with police using blue-dye water cannons and tear gas in the 17th weekend of unrest https://t.co/Gc0KlOB1cI 	2019-09-29
Anti-government unrest in Hong Kong, the ongoing US-China trade war, and even rising pork prices are all major tests for China's President Xi, and not ones on which he is achieving a passing grade | Analysis by CNN's @jgriffiths https://t.co/sEPU1TLjcb 	2019-09-27
Thousands of young people have spent the summer on the front lines of Hong Kong’s pro-democracy protests. 	2019-09-27
Thousands of young people have spent the summer on the front lines of Hong Kong’s pro-democracy protests. 	2019-09-26
There were more scenes of violence and destruction across Hong Kong over the weekend, as protesters targeted subway stations and shopping malls in the city's sixteenth consecutive week of unrest. https://t.co/cZbSWRDkWW 	2019-09-23
"What do we want?" "CLIMATE JUSTICE!" 	2019-09-20
Hong Kong is headed into its sixteenth consecutive weekend of anti-government protests, as police warned the level of violence is escalating potentially beyond control, as the force faced renewed allegations of brutality. https://t.co/rJxVjZeagF 	2019-09-20
Climate activists in Indonesia, Thailand, Hong Kong and South Korea are marching as part of today's global #ClimateStrike. Live updates: https://t.co/gtQfqCngtg https://t.co/4Yow1JwiTY 	2019-09-20
Endless rows of stone slabs line the hillsides. These slopes are home to thousands of Hong Kongers — or their earthly remains, at least. https://t.co/VT7WQBu3KX 	2019-09-17
Hong Kong International Airport saw a 12.4% drop in air passenger numbers last month, as political unrest in the Asian financial hub continues unabated https://t.co/AjxMIuWeld https://t.co/i62fTFXSuW 	2019-09-16
Dozens of people were injured on Sunday in another night of violence in Hong Kong, as the city marked its fifteenth consecutive weekend of anti-government protests https://t.co/MmunfpHvcx https://t.co/zHiPezCaS9 	2019-09-16
Hong Kong International Airport saw a 12.4% drop in air passenger numbers last month, as political unrest in the Asian financial hub continues unabated https://t.co/2EOt79BRHs https://t.co/su6AZvFpvH 	2019-09-15
Dozens of people were injured on Sunday in another night of violence in Hong Kong, as the city marked its fifteenth consecutive weekend of anti-government protests https://t.co/aWbzJsxKW3 https://t.co/VohinNbwzl 	2019-09-15
In glitzy malls across Hong Kong, people are spontaneously breaking into a song. It's not just any tune — it's a rousing ballad that some are calling the city's new, if unofficial "national anthem." https://t.co/o59iIXZQGL 	2019-09-13
Tonight's business headlines: 	2019-09-13
The 2019 Hong Kong Tennis Open has been postponed after organizers claimed they would be unable to guarantee "a smooth running of the tournament" amid ongoing protests in the city. https://t.co/I5ZGq9ioIz 	2019-09-13
Hong Kong's bid to acquire the London Stock Exchange could be a game changer for global markets, but chances are it won't succeed, writes Hanna Ziady | Analysis https://t.co/LTXhfkWXNW 	2019-09-12
Tonight's business headlines: 	2019-09-12
Taiwan has warned citizens against traveling to Hong Kong or mainland China after a Taiwanese businessman was detained following a visit to the protest-wracked city https://t.co/qeTsrkyRvy 	2019-09-12
Hong Kong has made a surprise £30 billion ($37 billion) takeover bid for the London Stock Exchange. It would create the world's third biggest stock exchange group behind the New York Stock Exchange and Nasdaq in terms of the value of companies listed. https://t.co/kxGfyNGFHZ https://t.co/vY8V1YNhtz 	2019-09-12
Hong Kong has made a surprise £30 billion ($37 billion) takeover bid for the London Stock Exchange. It would create the world's third biggest stock exchange group behind the New York Stock Exchange and Nasdaq in terms of the value of companies listed. https://t.co/cTUiiW3AWm https://t.co/kN883iDd6P 	2019-09-11
Tonight's business headlines: 	2019-09-11
Hong Kong leader Carrie Lam has warned the United States and other countries against interfering in the city's domestic affairs https://t.co/fn5kaRm5ap 	2019-09-10
Hong Kong is having a leadership crisis | By Michael Bociurkiw for @CNNOpinion https://t.co/dZIW84z3sP https://t.co/Z53HKJZOFv 	2019-09-09
Attempts by Hong Kong protesters to hold demonstrations at the city's international airport were stalled by a huge police presence around the global transport hub Saturday https://t.co/ukNzvJ70WW 	2019-09-07
In the 22 years since Hong Kong was handed over from British to Chinese rule, no chief executive has ever completed two terms, and incumbent Carrie Lam looks to be no different. | Analysis by @jgriffiths https://t.co/rdyNnVh3ej 	2019-09-06
Welcome signs, colorful banners and campus maps are plastered over Hong Kong's colleges and high schools. 	2019-09-05
Hong Kong government's attempt to outflank protesters is doomed to fail | Analysis by @jgriffiths https://t.co/DUxmHGH6mA https://t.co/lyGKS02HzV 	2019-09-05
JUST IN: Hong Kong leader Carrie Lam formally pulls controversial extradition bill that sparked months of protests in the city https://t.co/JPpddJ8l6b https://t.co/MlCJwsqdS4 	2019-09-04
Hong Kong's beleaguered leader Carrie Lam has said she'd quit if she had a choice and blamed herself for causing "unforgivable havoc" that has led to months of anti-government protests in the city, according to a leaked audio recording obtained by Reuters https://t.co/rHYh9Ps4tL 	2019-09-02
As if Hong Kong's summer of discontent wasn't chaotic enough, a leading pro-democratic lawmaker may have just been unseated by one of his own allies. https://t.co/U2hYoeMwze 	2019-09-02
It's the first day of school for most Hong Kong students -- a day that could have heralded the end of the summer's youth-led protest movement. But some students are planning to skip class and protest instead. https://t.co/aAGzo90vfK https://t.co/elmDaXj56L 	2019-09-02
Protesters in Hong Kong have disrupted public transportation in the city, causing gridlock around the airport. "People with their suitcases and luggage had to walk sometimes more than an hour just to make their flight,” @willripleyCNN reports. https://t.co/z5OKiJO5K5 https://t.co/e6nPAOgqtx 	2019-09-01
Protesters in Hong Kong have disrupted airport access by blocking roads and forcing the city's subway operator to suspend its airport service https://t.co/EkrzcVyF6P 	2019-09-01
Protesters in Hong Kong have set fire to a large pile of barricades and umbrellas, as the city's thirteenth consecutive weekend of protests devolve into violence. Live updates: https://t.co/TVNZmHT28V https://t.co/8fUK1JVYPx 	2019-08-31
In Hong Kong, thousands of people have taken to the streets for a series of wildcat protests, in the 13th weekend of demonstrations in the city. 	2019-08-31
Tonight's business headlines: 	2019-08-30
Hong Kong police arrested several high-profile pro-democracy leaders on Friday, including Joshua Wong, leader of the 2014 Umbrella Revolution. 	2019-08-30
Hong Kong police arrested several high-profile pro-democracy leaders on Friday, in an apparent roundup of activists ahead of the city's 13th consecutive weekend of mass protests https://t.co/unUl4EImNH 	2019-08-29
Blocking social media would be 'the end of the open internet of Hong Kong.' It also wouldn't work | Analysis by @jgriffiths https://t.co/u9MrSZeIyX https://t.co/YO6EyXezWY 	2019-08-29
Hong Kong's ongoing protests are the city's biggest crisis in more than two decades of Chinese rule, a top Beijing official said Tuesday, following a weekend of violent clashes between protesters and police. https://t.co/AOAIw9QfJL 	2019-08-28
In a town of tycoons, Lai is the only multi-millionaire who seems prepared to openly jeopardize his fortune for Hong Kong's freedom. The 70-year-old is frequently seen at the marches, in the pouring rain or blazing summer heat. https://t.co/AkUxbxy0k5 	2019-08-27
Jimmy Lai, the 71-year-old founder of Apple Daily, has forsaken his clothing business empire and endured death threats to pursue democracy in Hong Kong https://t.co/PJ2hWyN1Y5 	2019-08-27
Hong Kong's summer of discontent is now longer than 2014's Umbrella Movement ... and isn't over yet | Analysis by @jgriffiths https://t.co/SpRZRJJFpI https://t.co/BLyyS0JZ1L 	2019-08-26
Hong Kong protestors square off against police armed with water cannons, the first time the tool has been used in the past three months, a spokesman says https://t.co/CCOHDxjjfx 	2019-08-25
Hong Kong's brief respite from violence has been broken, with police firing tear gas at demonstrators as protests enter their 12th weekend. https://t.co/taaAIAXfgi https://t.co/1JCq0i7qIJ 	2019-08-24
A United Kingdom consular worker who was detained in China for 15 days has returned to Hong Kong, according to his family https://t.co/xrbTKtSRUt 	2019-08-23
Thousands of Hong Kong protesters are linking hands to form a human chain across the city. https://t.co/Ho5Jl3esM6 	2019-08-23
The family of a Hong Kong citizen working for the British consulate, who has not been heard from for more than two weeks, have described reports that he was detained in China for soliciting prostitutes as a "joke." https://t.co/3llugKtdTh 	2019-08-23
Hong Kong's subway operator says it will shut down service at signs of violence https://t.co/ycdyaDZHSN https://t.co/WSIxcgOEyN 	2019-08-23
Google announced that it had disabled 210 YouTube channels that were uploading videos "in a coordinated manner" about the ongoing protests in Hong Kong https://t.co/IKWECNTlpa 	2019-08-22
A Hong Kong citizen working for the British consulate, who has not been heard from for two weeks, was detained in China for "solicitation of prostitution," China's state-run tabloid Global Times reports https://t.co/ShecyHNzB1 	2019-08-22
A #SupportMulan campaign kicks off in China after calls in Hong Kong to boycott the Disney film https://t.co/ofiOdsK8SA https://t.co/b4dIDMARLh 	2019-08-22
If I protest in Hong Kong and travel to mainland China, will I be able to come home?  https://t.co/NZgIueYjag via @CNNOpinion https://t.co/pIT1fh2hVn 	2019-08-22
Tonight's business headlines: 	2019-08-21
An umbrella. A bauhinia flower. A bleeding eye. They've become symbols of the Hong Kong protests -- and now, a number of demonstrators are getting them permanently inked onto their bodies. https://t.co/aRW0H7aKbO https://t.co/vHvak8rKl9 	2019-08-21
